YEAR,ORG_CODE,TOTAL_EPISODES,ADMISSIONS,MALE_ADMISSIONS,FEMALE_ADMISSIONS,0-14,15-29,30-44,45-59,60-74,75-89,90+
2015,NT239,642,642,291,351,0,34,106,175,213,112,0
2015,NT224,709,709,354,355,0,35,85,230,249,103,0
2015,NT214,1228,1228,592,636,0,67,243,381,381,148,0
2015,NT241,1279,1279,538,741,0,24,106,259,406,438,37
2015,NT242,2239,2239,995,1244,0,49,180,433,811,714,47
2015,NT245,906,906,406,500,0,29,93,246,364,167,0
2015,NT244,387,387,186,201,0,20,33,78,166,87,0
2015,NVC12,4603,4603,2176,2427,0,424,901,1515,1297,409,17
2015,NVC13,5839,5839,2759,3071,0,346,758,1488,2126,1068,45
2015,NTX12,111,111,63,48,0,0,25,32,40,0,0
2015,NTX11,258,258,119,139,0,17,47,93,73,21,0
2015,NTX01,5304,5304,2528,2776,0,391,1057,1824,1335,399,0
2015,NNH04,1261,1261,458,803,0,0,14,82,369,747,39
2015,NNH02,1364,1364,555,809,0,0,6,79,405,780,87
2015,RNU,4850,4850,2441,2408,60,761,831,680,599,1431,480
2015,RTH,222948,199059,104574,118370,30452,25280,31330,37494,48621,41202,6484
2015,RPG,1756,1328,1017,739,0,475,530,444,175,91,13
2015,NY601,901,901,339,562,0,28,168,313,244,139,9
2015,RGM,25035,24506,15013,10022,25,1737,2497,5927,9375,5242,205
2015,NVC14,697,697,220,477,0,24,111,268,237,52,0
2015,NLX02,323,323,102,221,0,0,0,0,0,212,76
2015,NTPH5,3518,3518,1456,2062,0,103,251,687,1445,991,34
2015,RW6,225561,189712,101189,124366,27839,24064,29020,39019,52155,45542,6669
2015,RT2,4203,3456,2223,1980,12,1049,1360,982,474,292,20
2015,RGN,104055,87330,46991,57063,15554,10657,12586,14911,22770,22821,4424
2015,NEQ01,266,266,102,164,0,9,63,77,73,37,0
2015,NVC15,3693,3693,1693,2000,0,268,677,1114,989,618,25
2015,NEY01,131,128,64,67,0,0,36,49,31,6,0
2015,RK9,145880,121424,68526,77353,14887,15281,15597,24091,38494,31877,5144
2015,RD3,87260,76013,37681,49578,13884,9711,10677,12753,16885,18565,4442
2015,RHU,166404,137629,75180,91224,16234,17596,19351,27529,37837,39318,7430
2015,RPC,20663,20644,10913,9750,2215,3142,2888,4293,4272,3425,397
2015,NVC16,5050,5050,2099,2950,0,334,776,1492,1603,815,26
2015,NVC19,8991,8991,3748,5241,0,751,1785,2634,2559,1224,33
2015,RXE,2456,2289,1194,1259,0,325,465,423,448,624,165
2015,NVC17,4770,4770,1960,2809,0,295,688,1373,1452,912,43
2015,RHW,138089,104807,59921,78163,15775,14520,19605,19734,29260,32814,5899
2015,RT3,42937,39159,24442,18495,5052,3793,5137,9861,12279,6456,271
2015,REF-X,161922,124001,72549,89373,14098,17655,18676,24603,42681,37383,6354
2015,RH8,167733,125336,78326,89404,13811,14944,17667,25105,44425,43436,7605
2015,RAL,199754,169874,90540,109201,18707,19864,30801,34072,41477,43909,9398
2015,RQ6,123197,95153,62485,60712,580,12420,15669,26510,35219,29406,3296
2015,RAN,17219,17206,7679,9540,1318,2616,3031,4293,4121,1724,56
2015,RA2,85998,77683,38883,47086,8248,8397,11611,15160,20362,18441,3544
2015,RD1,106174,85323,46888,59284,13097,10177,12432,15386,23307,26336,5244
2015,RM3,122703,90460,58053,64646,2959,13671,20560,27199,29861,23784,3813
2015,RNZ,68699,59457,30708,37991,6217,8515,9486,11464,15121,15182,2538
2015,RXK-X,130436,101425,60482,69952,16988,15529,18146,20923,25777,27976,4381
2015,8J285,164,164,60,104,0,0,0,0,0,105,39
2015,RCU,26168,25250,14429,11739,23549,2604,0,0,0,0,0
2015,RHQ,257093,227752,109487,147604,7322,32932,38421,51259,69071,49785,6695
2015,NTPH1,7363,7363,3336,4027,0,281,774,1780,2619,1814,93
2015,RK5,106953,89321,44854,62097,9113,14342,13893,17498,23311,24343,4270
2015,RXW,159055,123060,72854,86199,17706,14372,16945,25741,40559,36813,6171
2015,R1D,3047,3039,1352,1694,834,58,99,130,317,1161,429
2015,R1C,1408,1382,638,770,159,27,19,59,213,650,268
2015,RH5,5132,4683,2154,2978,13,355,457,408,685,2283,929
2015,NFH01,1535,1533,729,806,0,58,141,235,485,555,56
2015,RWN,1541,1143,740,801,8,283,259,259,190,425,112
2015,NR526,248,248,99,149,0,0,0,6,0,156,60
2015,RV5,5778,5778,3170,2607,57,1879,1817,1428,453,130,10
2015,RRE,2781,1942,1525,1256,0,611,806,624,448,264,26
2015,RTR,181960,152086,85701,96257,19029,18276,20525,32028,46632,39275,5170
2015,RE9,45598,36273,18946,26652,3126,5386,5202,7272,10798,11385,2311
2015,RJC,72995,58020,31874,41116,7134,5419,7829,11347,17359,19463,4205
2015,RQY,2650,1031,1170,1480,24,742,802,603,303,140,0
2015,RXG,3561,2935,1837,1724,0,601,894,700,608,626,117
2015,NTP11,16282,15176,7519,8758,0,2417,3438,4131,3948,2183,111
2015,RAJ,116676,100762,50557,66119,7465,10113,12908,18842,30789,30515,5538
2015,RW1,15297,14052,7433,7862,29,1442,1786,2396,3457,5031,1136
2015,RVY,67270,58918,30818,36448,7000,5722,6896,10298,15812,18587,2822
2015,NPG01,15411,15411,6422,8989,0,0,90,1064,5878,7944,426
2015,NT312,1264,1264,496,768,0,70,209,386,446,138,0
2015,NT302,1410,1410,667,743,0,72,243,455,487,150,0
2015,NT315,667,667,339,328,0,56,158,197,172,75,0
2015,NT317,790,790,429,361,0,101,162,194,246,51,0
2015,NT324,3152,3152,1466,1686,0,278,609,1026,931,294,9
2015,NT345,1214,1214,522,692,0,90,221,315,400,174,8
2015,NT344,1513,1513,654,859,0,102,335,506,388,172,0
2015,NT348,3822,3822,1654,2168,0,297,760,1305,1089,356,12
2015,NT347,5413,5413,2412,3001,0,307,744,1446,1757,1107,46
2015,NT308,596,596,269,327,0,25,105,175,206,81,0
2015,NT316,1696,1696,768,928,0,110,281,569,562,166,0
2015,NT319,1471,1471,754,717,0,98,197,313,493,347,17
2015,NT351,8003,8003,3263,4740,12,457,1095,2762,2591,1042,33
2015,NT332,3595,3595,1483,2112,158,364,718,1162,879,297,0
2015,NT322,1338,1338,739,599,0,95,244,444,426,122,0
2015,NT321,2482,2482,1050,1432,0,129,382,802,834,323,7
2015,NT337,7069,7069,3252,3817,0,719,1303,2217,1917,878,30
2015,NT327,1768,1768,917,851,0,285,492,578,335,65,0
2015,NT350,4190,4190,1772,2418,0,230,708,1340,1276,603,25
2015,NT364,536,536,213,323,0,38,119,176,139,57,0
2015,NT325,3039,3039,1386,1653,0,178,417,809,963,632,27
2015,NT318,1450,1450,711,739,0,105,192,330,575,247,0
2015,NT320,1861,1861,834,1027,0,95,314,606,602,231,0
2015,NT305,761,761,353,408,0,24,66,215,312,140,0
2015,NT339,1978,1978,887,1091,0,109,286,504,648,415,14
2015,NT314,3413,3413,1437,1976,0,322,948,1143,738,240,8
2015,NT301,1804,1804,844,960,0,145,285,580,585,199,0
2015,NT304,1866,1866,796,1070,0,66,263,516,635,367,14
2015,NT346,614,614,256,358,0,35,110,160,224,77,0
2015,NT309,746,746,294,452,0,27,102,212,256,147,0
2015,NT343,402,402,149,253,0,38,86,143,101,13,0
2015,NT310,647,647,283,364,0,42,135,249,138,67,0
2015,NT333,4608,4608,2107,2501,0,269,934,1656,1364,382,0
2015,NT313,3831,3831,1593,2238,0,138,494,1219,1321,636,17
2015,NT338,0,0,0,0,0,0,0,0,0,0,0
2015,NVC18,6447,6447,3068,3375,0,474,1000,1663,2125,1111,66
2015,NLL13,772,722,262,510,0,0,0,12,151,446,150
2015,NLL08,168,168,60,108,0,0,0,0,0,91,43
2015,NQ713,512,512,207,305,0,0,6,13,110,297,70
2015,RJ7,150683,119102,72402,78268,20249,16806,24125,25542,29861,28047,5042
2015,RBN,142615,107849,62203,80412,9936,17618,19366,24455,31116,34125,5048
2015,NTE02,4620,4620,1993,2622,0,206,503,1185,1729,967,0
2015,8A101,171,171,75,96,0,0,7,16,58,60,9
2015,NLX01,442,442,176,266,0,0,0,6,52,281,97
2015,NLL21,170,170,70,100,0,0,11,13,34,78,19
2015,NTPAD,8248,7196,3796,4452,0,463,1160,2116,2489,1912,97
2015,R1E,9046,8932,3322,5722,0,209,529,1378,2523,3594,805
2015,NHW01,41,41,22,19,0,0,0,7,0,0,0
2015,RWJ,104366,89941,45761,58604,10371,11455,13561,15929,22536,25353,4830
2015,NLL09,182,173,80,102,0,0,0,0,0,119,25
2015,NHM01,1262,1262,459,803,0,0,0,18,174,784,269
2015,RXX,3028,2630,1555,1473,89,1037,889,572,269,156,9
2015,RTP,111029,81411,49910,61119,10604,9816,14330,17531,23036,28645,6567
2015,RDR,3653,3557,1351,2302,0,29,27,150,463,2039,929
2015,AJX01,3487,3478,1352,2135,0,195,407,934,1243,669,26
2015,RX2,5690,4411,2903,2786,26,1402,1635,1417,691,450,53
2015,RMP,67724,54615,29669,38054,8083,7293,8943,11726,14726,14228,2520
2015,RBA,111305,94821,49551,61750,9811,12062,11460,18947,28083,25756,4433
2015,NR525,190,190,80,110,0,0,0,0,0,86,57
2015,NVC35,6799,6799,3339,3460,0,725,1503,2172,1704,669,21
2015,RX3,8335,6469,4710,3610,1167,2160,1996,1481,857,610,61
2015,AAH01,974,974,438,536,0,42,102,162,286,340,37
2015,NVC02,2412,2412,1056,1356,0,163,439,724,709,356,15
2015,RBV,25263,25122,12057,13204,9,1565,2546,7889,9962,3098,137
2015,REN,3760,3734,1907,1853,0,338,301,922,1679,493,20
2015,NTPAE,1414,1054,592,822,0,0,17,134,535,681,34
2015,RNA,139831,123648,57939,81892,12293,18976,18579,21474,31364,31471,5209
2015,RAS,66326,63162,27114,39211,10031,8872,11388,10101,11537,11872,2090
2015,NXM01,5337,5337,2224,3113,0,136,427,1216,2306,1214,23
2015,RTD,252179,222715,120788,131379,39428,27162,30556,43714,59179,43910,5217
2015,NTP35,369,256,154,215,0,0,0,30,139,193,0
2015,RQW,78614,71945,29945,48641,7826,11318,13187,11156,15570,16153,2838
2015,RCX,101081,83337,43870,57204,7433,9939,10661,14147,26208,27529,4978
2015,RL1,15155,14747,7021,8134,775,1403,1816,3837,4974,2247,97
2015,RFR,83755,77684,34438,49316,7041,11694,11335,13268,18796,18662,2678
2015,RDZ,126040,103691,62686,63354,384,7588,11163,21190,37505,39938,7319
2015,RPY,22844,22844,11188,11656,2459,1473,2379,5805,7999,2584,74
2015,RRJ,15213,15213,6806,8407,970,1919,1948,3584,4456,2247,68
2015,RL4,153616,127908,68560,84949,15904,15381,17612,26197,38726,34207,5063
2015,NN801,2054,2054,794,1260,0,156,376,628,606,260,10
2015,RET,12423,11615,5598,6825,0,1256,3068,4108,3079,871,28
2015,NVC44,1138,1138,488,650,0,222,228,267,248,166,0
2015,RKE,61667,52482,24566,37091,8467,8374,14200,10230,9476,8850,1656
2015,NVC20,12473,12473,5607,6863,0,954,2388,3659,3493,1865,90
2015,NLX22,258,258,120,138,0,0,0,0,0,156,60
2015,RA9,100312,81455,44809,55501,7248,10349,10057,15630,25455,25855,5435
2015,NN501,238,238,135,103,0,43,62,53,55,11,0
2015,NN401,1141,1141,497,644,0,62,252,408,311,57,0
2015,RWD,164935,148264,74222,90705,15601,17421,17684,26452,44010,37288,5470
2015,RRV,170109,159450,78300,91582,19176,24889,33788,35223,36833,16402,1606
2015,RM2,121607,100879,54056,67550,11740,13172,18069,22703,28046,23258,3935
2015,RHM,178998,138932,85442,93553,26272,21587,22352,29093,39236,33811,5498
2015,RRK-X,127827,112578,65899,61927,38,15334,18973,29225,32857,26372,4514
2015,RA7,149788,133592,68469,81318,27777,18345,20311,21635,30534,24085,3974
2015,RKB,183552,158091,81863,101687,20144,21847,24868,30876,41116,35932,6464
2015,RWE,308946,255895,137176,171763,26526,38619,43231,53069,71949,63881,10387
2015,RTX,108127,91279,49497,58625,10658,9891,11047,17389,27920,26843,4122
2015,RJE,263438,206728,117216,146208,26665,30093,31584,41776,63447,59403,9925
2015,RBK,83492,67258,34818,48672,8946,11845,12127,12637,16749,17750,3086
2015,NDA07,372,372,102,270,0,0,0,0,43,221,100
2015,RWW,93988,77604,41568,52412,9829,10228,12460,16076,21734,20350,2968
2015,RWG,118225,99124,52086,66134,12850,11137,18171,18939,24369,27047,5276
2015,RKL,3014,1860,1860,1154,0,765,991,770,348,128,0
2015,NVC21,4372,4372,1756,2616,0,349,872,1332,1241,555,13
2015,RGR,85391,64758,38294,47097,7867,6956,8905,12451,20937,23202,4878
2015,RYR-X,168156,137614,75565,92591,14378,12504,16245,23916,42267,48631,9875
2015,RA3,37782,30494,17415,20367,1538,2396,3414,6247,9905,11524,2724
2015,NTP16,4874,3875,2215,2659,0,227,507,917,1552,1591,79
2015,NVC22,2750,2750,1265,1484,0,246,500,880,810,300,9
2015,RBL,142600,110460,61891,80709,10954,15789,17683,23662,33757,34274,5928
2015,NQ719,318,318,146,172,0,0,0,53,133,112,10
2015,NDA18,401,401,157,244,0,0,8,40,72,197,77
2015,NVC23,6745,6745,2935,3808,0,462,1188,1982,2106,958,45
2015,8E339,300,299,142,158,0,0,10,66,137,68,0
2015,NVC40,4817,4817,2228,2589,0,516,915,1464,1329,578,10
2015,RWP-X,171760,143735,80416,91339,14850,14380,18168,26854,47248,42936,6895
2015,R1A,7169,6798,3822,3347,1223,1601,750,593,751,1665,585
2015,RRF,91075,81638,42093,48981,6492,8198,10313,17044,25465,20830,2498
2015,RLQ,58065,46151,27241,30823,7742,5299,5136,7260,13454,15864,3143
2015,RA4,47936,42861,21151,26784,3718,4672,4764,7448,12111,12422,2716
2015,RCB,195482,151372,86143,109339,14227,18523,20493,29591,48879,53642,9859
2016,8J285,165,165,55,110,0,0,0,0,25,90,45
2016,AAH01,970,970,375,595,0,40,90,170,295,335,40
2016,ACG05,15,15,10,0,0,0,0,0,0,0,0
2016,ACG06,20,20,10,10,0,0,0,0,0,0,0
2016,ACG07,1465,1465,620,845,0,0,0,100,585,730,45
2016,ACG09,225,225,100,125,0,0,0,0,80,130,0
2016,ADP02,2680,2680,1170,1510,0,180,505,875,825,280,0
2016,AHH01,390,390,220,170,0,20,65,135,135,40,0
2016,AJX01,3695,3675,1410,2265,0,245,420,965,1275,765,25
2016,ARH01,95,95,50,45,0,0,0,10,30,50,10
2016,NAM01,810,810,435,370,0,10,100,100,300,290,0
2016,NAM02,10,10,0,0,0,0,0,0,0,0,0
2016,NAM03,10,10,0,0,0,0,0,0,0,0,0
2016,NAM04,60,60,40,15,0,0,0,20,15,15,0
2016,NAM06,20,20,0,15,0,0,0,10,0,0,0
2016,NAM07,0,0,0,0,0,0,0,0,0,0,0
2016,NAM09,0,0,0,0,0,0,0,0,0,0,0
2016,NDA03,190,190,70,120,0,0,0,0,30,105,50
2016,NDA07,415,405,115,290,0,0,0,10,50,250,105
2016,NDA18,385,375,170,205,0,0,10,45,80,175,65
2016,NDA25,450,445,140,305,0,0,0,15,60,260,115
2016,NDA26,325,325,125,205,0,0,0,0,40,185,105
2016,NDAH9,105,105,50,55,0,0,0,10,30,50,10
2016,NDAJ0,40,40,10,25,0,0,0,0,0,30,0
2016,NEY01,155,145,60,85,0,15,30,50,45,15,0
2016,NFH01,1670,1665,775,895,0,65,120,280,555,590,60
2016,NHM02,215,215,90,125,0,0,0,0,15,140,55
2016,NHM03,350,350,130,220,0,0,0,10,45,210,85
2016,NHM04,250,250,75,170,0,0,0,10,45,125,65
2016,NHM05,210,210,80,130,0,0,0,0,25,120,55
2016,NHM15,150,150,55,90,0,0,0,0,20,90,35
2016,NHM26,125,125,25,100,0,0,0,0,15,70,40
2016,NHW01,155,155,70,90,0,0,0,55,60,30,0
2016,NLX01,345,345,105,240,0,0,0,10,45,215,75
2016,NLX02,300,300,95,205,0,0,0,0,40,180,75
2016,NLX22,220,220,115,105,0,0,0,10,25,140,45
2016,NN401,1725,1725,740,990,0,125,395,595,460,145,0
2016,NN501,710,710,315,395,0,70,140,220,205,75,0
2016,NN801,1990,1990,810,1180,0,130,385,600,595,260,10
2016,NN802,160,160,70,90,0,0,40,50,40,25,0
2016,NNE02,2150,2145,950,1195,0,140,380,630,665,335,0
2016,NNH04,2290,2290,890,1400,0,0,15,100,705,1340,125
2016,NPG01,11230,11230,4575,6655,0,10,80,815,3960,6020,345
2016,NPG02,2590,2590,1120,1470,0,0,0,120,945,1410,100
2016,NPG05,2665,2665,1180,1485,0,0,20,170,1035,1385,45
2016,NPG06,1385,1385,625,755,0,0,0,115,580,640,40
2016,NPG07,3670,3670,1510,2160,0,0,25,210,1440,1865,125
2016,NQ106,340,340,100,240,0,0,0,10,50,205,70
2016,NQ108,640,635,265,370,0,0,0,20,95,375,145
2016,NQ713,255,255,95,160,0,0,0,15,40,140,50
2016,NQ719,310,310,140,170,0,0,10,45,125,120,10
2016,NQ738,55,55,25,30,55,0,0,0,0,0,0
2016,NR501,785,765,305,460,0,0,10,30,135,475,135
2016,NR525,195,195,80,115,0,0,0,0,30,105,60
2016,NR526,345,345,145,200,0,0,0,10,75,215,45
2016,NR527,110,110,65,45,0,15,15,25,30,20,0
2016,NT202,770,770,370,400,0,25,95,150,280,205,15
2016,NT204,1800,1800,600,1195,20,130,270,460,495,390,20
2016,NT205,905,905,445,460,0,85,140,210,125,45,0
2016,NT206,1465,1465,650,815,0,70,220,355,455,340,20
2016,NT209,495,495,235,260,0,50,85,135,160,65,0
2016,NT210,720,720,380,345,0,55,65,190,300,110,0
2016,NT211,90,90,35,60,0,0,10,25,45,10,0
2016,NT212,1685,1685,770,915,0,60,215,435,620,345,10
2016,NT213,1440,1440,720,720,0,75,175,390,560,240,0
2016,NT214,1840,1840,870,975,0,100,385,505,580,270,0
2016,NT215,815,815,415,400,0,30,75,180,375,155,0
2016,NT218,415,415,235,180,0,30,80,130,135,35,0
2016,NT219,735,735,340,395,0,30,75,190,310,130,0
2016,NT222,20,20,0,15,0,0,0,0,10,0,0
2016,NT224,765,765,360,405,0,40,85,230,305,105,0
2016,NT225,4395,4395,1950,2445,0,640,965,1330,1105,335,0
2016,NT226,2510,2510,1255,1255,0,255,395,575,785,485,15
2016,NT229,495,495,325,165,0,45,150,145,115,35,0
2016,NT230,2760,2760,1295,1470,0,140,420,930,940,325,0
2016,NT233,2715,2715,1495,1220,0,310,600,795,765,235,0
2016,NT235,1255,1255,495,760,0,25,45,165,500,490,30
2016,NT237,4230,4230,1930,2300,0,150,365,860,1570,1245,40
2016,NT238,1570,1570,695,875,0,70,150,370,595,380,0
2016,NT239,740,740,345,395,0,50,110,185,265,120,10
2016,NT241,1220,1220,535,685,0,40,80,195,425,460,20
2016,NT242,2280,2280,1025,1255,0,40,145,430,800,815,45
2016,NT244,335,335,160,180,0,30,45,80,120,60,0
2016,NT245,775,775,370,405,0,30,50,205,350,135,0
2016,NT301,2625,2625,1255,1370,0,210,455,840,815,295,0
2016,NT302,1745,1745,880,865,0,80,220,540,675,220,0
2016,NT304,2240,2240,945,1295,0,115,305,605,805,390,20
2016,NT305,1190,1190,530,660,0,65,120,340,500,160,0
2016,NT308,610,610,260,355,0,20,95,220,200,80,0
2016,NT309,890,890,330,560,0,45,110,245,325,160,10
2016,NT310,780,780,370,410,0,95,155,265,195,55,0
2016,NT312,1365,1365,475,890,0,70,220,430,480,160,0
2016,NT313,4565,4565,1915,2650,0,155,505,1370,1730,770,30
2016,NT314,4620,4620,1865,2760,0,395,1175,1595,1030,395,0
2016,NT315,1245,1245,610,635,0,80,270,435,355,105,0
2016,NT316,1830,1830,885,945,0,135,290,540,630,235,0
2016,NT317,900,900,490,410,0,105,155,250,285,105,0
2016,NT318,1585,1585,810,770,0,145,175,400,635,230,0
2016,NT319,1450,1450,740,715,0,95,155,320,525,350,10
2016,NT320,2510,2510,1125,1385,0,155,450,800,780,310,0
2016,NT321,2685,2685,1115,1570,0,145,410,900,910,315,0
2016,NT322,1505,1505,800,705,0,90,195,505,505,200,0
2016,NT324,2980,2980,1400,1580,0,260,540,940,940,290,10
2016,NT325,2985,2985,1415,1570,0,165,405,770,1000,610,30
2016,NT327,1340,1340,670,670,0,205,375,420,275,60,0
2016,NT332,4150,4150,1855,2290,180,385,805,1325,1090,345,15
2016,NT333,4845,4845,2185,2660,0,335,965,1735,1420,385,0
2016,NT337,7340,7340,3390,3945,0,705,1525,2300,1905,850,45
2016,NT338,10,10,0,0,0,0,0,0,0,0,0
2016,NT339,1900,1900,890,1010,0,125,295,605,670,200,0
2016,NT343,295,295,115,180,0,35,65,90,75,25,0
2016,NT344,1895,1895,790,1105,0,165,415,635,475,195,0
2016,NT345,1060,1060,435,625,0,75,170,305,340,170,0
2016,NT347,5415,5415,2440,2975,0,310,765,1450,1725,1115,45
2016,NT348,4335,4335,1855,2480,0,295,870,1390,1330,425,10
2016,NT350,3235,3235,1260,1975,0,195,525,1020,990,470,25
2016,NT351,9155,9155,3700,5455,10,480,1275,3170,3000,1155,50
2016,NT364,1070,1070,390,675,0,95,215,330,315,110,0
2016,NT3X3,15,15,10,0,0,0,0,0,0,0,0
2016,NT401,4395,4395,2065,2330,0,275,725,1370,1340,630,45
2016,NT402,2615,2615,1040,1570,0,180,445,685,835,445,20
2016,NT403,7165,7165,2705,4460,0,360,1235,2475,2195,865,30
2016,NT404,5155,5155,2345,2805,0,415,1225,1795,1295,405,15
2016,NT405,2305,2305,980,1325,0,140,360,510,660,590,40
2016,NT406,1940,1940,945,995,0,260,620,550,350,150,10
2016,NT408,2725,2725,1175,1545,0,205,380,660,805,635,30
2016,NT409,835,835,285,550,0,85,175,220,215,135,0
2016,NT410,880,880,455,425,0,70,185,230,300,95,0
2016,NT411,3620,3620,1515,2105,0,335,800,1070,990,405,15
2016,NT412,3425,3425,1450,1965,0,205,540,1050,1065,535,30
2016,NT413,1835,1835,775,1060,0,90,315,470,620,335,0
2016,NT414,1775,1775,740,1035,0,120,295,455,545,350,10
2016,NT416,1065,1065,385,675,0,90,270,335,260,100,0
2016,NT417,4340,4340,1780,2550,0,205,550,925,1395,1195,65
2016,NT418,3145,3145,1225,1910,0,195,610,950,915,440,35
2016,NT419,1480,1480,690,790,0,65,165,305,490,440,10
2016,NT420,4705,4705,2215,2490,0,435,1010,1450,1285,505,15
2016,NT421,1880,1880,705,1170,0,135,390,625,465,255,0
2016,NT422,5230,5230,2475,2730,0,735,1705,1515,935,310,0
2016,NT423,910,910,380,525,0,60,175,265,295,110,0
2016,NT424,2765,2765,1270,1495,0,185,535,985,790,265,0
2016,NT427,2310,2310,885,1420,0,180,455,740,650,270,0
2016,NT428,820,820,355,460,0,80,210,270,210,50,0
2016,NT429,1575,1575,595,965,0,165,415,470,360,155,0
2016,NT430,3795,3795,1740,2055,0,230,615,895,1200,800,50
2016,NT431,725,725,320,400,0,45,135,190,245,100,0
2016,NT432,1375,1375,730,645,0,60,120,270,550,360,15
2016,NT433,1090,1090,480,610,0,55,205,330,330,160,0
2016,NT434,1290,1290,495,795,0,85,295,470,345,90,0
2016,NT435,320,320,160,160,0,20,45,100,110,45,0
2016,NT436,3465,3465,1330,2135,0,305,705,900,875,635,35
2016,NT437,285,285,110,180,0,20,50,65,75,70,0
2016,NT438,1805,1805,705,1100,0,135,300,485,525,345,10
2016,NT439,2080,2080,905,1175,0,175,440,770,545,145,0
2016,NT440,1360,1360,420,940,0,125,360,425,335,110,0
2016,NT441,3515,3515,1770,1750,0,255,685,1085,1095,390,10
2016,NT443,1770,1770,910,860,0,50,125,435,710,425,20
2016,NT445,2765,2765,1240,1525,0,350,640,845,720,195,10
2016,NT446,1400,1400,680,715,0,75,220,320,525,250,0
2016,NT447,1145,1145,570,570,0,90,175,340,395,145,0
2016,NT448,2845,2845,1515,1330,0,275,465,950,860,290,0
2016,NT449,1380,1380,525,850,0,60,190,450,495,185,0
2016,NT450,1300,1300,640,660,0,75,105,315,510,295,0
2016,NT451,2180,2180,775,1400,0,195,555,690,450,260,10
2016,NT455,770,770,330,440,0,90,140,235,220,75,0
2016,NT457,4900,4900,2135,2760,0,320,730,1450,1560,810,25
2016,NT490,1270,1270,505,750,0,25,50,100,460,590,40
2016,NT497,3620,3620,1535,2070,0,175,480,970,1245,705,45
2016,NTE02,4830,4830,2030,2785,0,190,530,1250,1810,1030,25
2016,NTP11,13495,12625,5725,6895,0,2065,2905,3355,3295,1770,80
2016,NTP13,3230,3015,1440,1570,0,70,260,790,1525,580,0
2016,NTP15,8805,8265,3845,4415,0,900,1950,2485,2220,1195,40
2016,NTP16,5140,4110,1855,2255,0,190,510,865,1770,1670,120
2016,NTP35,275,190,95,95,0,0,0,15,115,140,0
2016,NTPAD,8505,7335,3270,4065,0,535,1190,2095,2575,2015,85
2016,NTPAE,1490,1130,445,690,0,0,20,155,620,650,45
2016,NTPH1,7735,7735,3525,4210,0,250,730,1750,2900,2000,105
2016,NTPH2,10340,10340,4810,5525,0,1230,2015,2765,2800,1465,50
2016,NTPH3,4090,4090,1910,2175,0,575,875,1100,995,525,10
2016,NTPH4,10,10,0,10,0,0,0,0,0,0,0
2016,NTPH5,4775,4775,2070,2705,0,195,465,1130,1785,1165,35
2016,NTX01,645,645,315,330,0,40,150,240,160,60,0
2016,NTX06,195,195,100,95,0,10,40,85,55,10,0
2016,NTX09,210,210,90,115,0,0,35,85,55,25,0
2016,NTX11,2820,2820,1230,1585,0,195,590,1060,775,195,0
2016,NTX12,1425,1425,745,680,0,135,305,505,390,90,0
2016,NTX19,190,190,110,85,0,10,50,70,50,15,0
2016,NV302,5115,5115,2180,2930,0,325,830,1470,1670,790,20
2016,NV313,34270,34270,15325,18930,0,3590,5525,9215,9695,5610,370
2016,NV323,4910,4910,1945,2965,0,465,1010,1615,1295,505,15
2016,NVC01,2375,2375,1085,1290,0,185,370,645,790,370,10
2016,NVC02,2385,2385,1075,1315,0,160,440,660,710,405,15
2016,NVC04,5450,5450,2730,2725,0,370,695,1305,2110,940,25
2016,NVC05,6295,6295,2730,3565,0,455,1240,2020,1885,670,20
2016,NVC06,8830,8830,3820,5010,0,820,1710,2445,2520,1270,45
2016,NVC07,7430,7430,3320,4105,0,520,1075,1955,2345,1470,50
2016,NVC08,3785,3785,1480,2305,0,310,625,1030,1265,540,15
2016,NVC09,5235,5235,2395,2840,0,285,885,1515,1795,730,20
2016,NVC11,2595,2595,1055,1540,0,165,410,790,800,395,20
2016,NVC12,4885,4885,2300,2585,0,460,1010,1615,1300,445,15
2016,NVC13,5815,5815,2660,3145,0,420,870,1420,1945,1100,55
2016,NVC14,765,765,240,525,0,35,115,280,275,60,0
2016,NVC15,3925,3925,1715,2210,0,285,745,1075,1155,635,30
2016,NVC16,5745,5745,2445,3300,0,380,875,1705,1800,940,35
2016,NVC17,5580,5580,2355,3230,0,350,765,1530,1805,1075,55
2016,NVC18,6325,6325,2830,3490,0,470,1000,1760,1985,1060,40
2016,NVC19,9935,9935,4130,5800,0,770,1840,2840,2830,1580,55
2016,NVC20,12975,12975,5875,7100,0,975,2315,3565,3900,2100,100
2016,NVC21,4625,4625,1800,2825,0,340,830,1345,1350,725,30
2016,NVC22,3010,3010,1365,1645,0,270,495,965,950,325,0
2016,NVC23,7840,7840,3405,4435,0,500,1250,2305,2555,1185,45
2016,NVC24,3935,3935,1840,2100,0,165,350,770,1285,1300,65
2016,NVC25,2940,2940,1340,1595,0,155,310,845,1075,535,20
2016,NVC27,3650,3650,1635,2015,0,240,520,1015,1120,725,25
2016,NVC28,2445,2445,1095,1350,0,120,230,705,1045,345,0
2016,NVC29,3865,3865,1930,1935,0,380,875,1320,1040,235,10
2016,NVC31,3630,3630,1665,1965,0,260,680,1095,1125,440,20
2016,NVC35,7265,7265,3580,3685,0,770,1605,2320,1825,705,35
