YEAR,ORG_CODE,TOTAL_EPISODES,ADMISSIONS,MALE_ADMISSIONS,FEMALE_ADMISSIONS,0-14,15-29,30-44,45-59,60-74,75-89,90+
2016,NVC40,5730,5730,2485,3245,0,575,1150,1705,1590,675,25
2016,NVC44,1565,1565,655,910,0,250,320,325,350,310,0
2016,NVG01,4130,4130,1975,2150,0,390,855,1235,1160,475,10
2016,NVM01,2960,800,200,600,0,200,400,700,800,755,95
2016,NVM02,2295,430,215,215,0,115,300,500,700,610,75
2016,NWF01,2765,2765,1150,1615,0,105,240,595,1160,635,20
2016,NWX11,2090,2090,875,1215,0,115,345,645,675,285,0
2016,NXM01,5735,5735,2350,3385,0,175,460,1415,2425,1210,40
2016,NXP02,70,70,40,35,0,0,0,30,30,0,0
2016,NXP04,300,300,185,115,0,10,65,90,100,35,0
2016,NXP17,180,180,105,70,0,0,45,30,45,55,0
2016,NXP20,45,45,20,25,0,0,15,10,10,10,0
2016,NY601,1145,1145,425,720,0,45,230,405,290,170,10
2016,NYG31,0,0,0,0,0,0,0,0,0,0,0
2016,NYW01,3880,2220,930,1290,0,285,860,1360,980,360,25
2016,NYW02,525,385,160,225,0,75,150,135,105,55,0
2016,NYW03,930,565,295,265,0,110,230,290,195,100,0
2016,NYW04,3155,3155,1465,1690,0,180,570,1010,1015,355,20
2016,NYW17,1515,915,385,535,0,0,0,80,535,855,40
2016,NYW20,65,35,20,15,0,0,10,30,15,10,0
2016,R1A,8220,7725,4180,3540,1235,1790,700,660,850,2235,725
2016,R1C,1065,1050,390,660,0,0,15,50,165,570,255
2016,R1D,2955,2955,1275,1675,760,55,90,145,345,1130,430
2016,R1E,6600,6555,2315,4240,0,205,450,1090,1935,2335,500
2016,R1F-X,34055,28100,12795,15305,3235,2760,2885,4850,8960,9165,1915
2016,R1H,301730,233535,106605,126920,45265,40690,54185,52090,52945,46525,7315
2016,R1J,3025,3025,1215,1810,0,65,45,90,395,1750,680
2016,R1K,206965,162155,75105,87045,17075,22150,30940,38095,42050,46945,8590
2016,RA2,87685,78530,35695,42785,8675,8950,11715,15425,20480,18475,3750
2016,RA3,38230,30160,13800,16360,1325,2335,3300,6130,10695,11535,2890
2016,RA4,50510,44905,19455,25450,3215,4615,5110,8300,12605,13560,2990
2016,RA7,150310,135275,60830,74440,28660,18290,20535,21225,30495,24155,3605
2016,RA9,102905,84365,36850,47510,7440,10875,10115,17005,25675,26035,5520
2016,RAE,127790,119860,50195,69665,15410,20125,22255,22625,25390,19130,2540
2016,RAJ,121315,103030,43950,59075,7445,10430,13030,19165,32340,32510,5905
2016,RAL,207980,179040,77510,101520,20595,22900,34475,33545,42395,43335,9290
2016,RAN,18405,18395,7950,10440,1390,2575,3245,4725,4430,1940,65
2016,RAP,93300,76835,33565,43270,18485,9320,12660,14700,16470,17750,2985
2016,RAS,66615,62925,25295,37630,10650,8185,11125,9495,12035,12550,2235
2016,RAT,3295,2785,1290,1500,10,645,695,470,375,810,255
2016,RAX,88730,74975,26745,48230,13480,9475,19425,10505,13410,16485,4465
2016,RBA,114525,96475,42470,54005,9805,11810,12075,19730,28705,26675,4865
2016,RBD,68275,55770,25410,30360,5380,5635,6340,10385,18270,18795,3395
2016,RBK,85970,69030,27835,41195,8375,10935,11830,13700,18430,18990,3235
2016,RBL,151535,109905,47600,62305,10130,15045,17800,25695,36790,38375,6995
2016,RBN,148265,116245,50905,65340,10485,17800,20370,26525,32230,35440,5170
2016,RBQ,14635,13680,8720,4960,0,615,825,3320,6175,3540,140
2016,RBS,45765,40750,22255,18490,41205,4525,0,0,0,0,0
2016,RBT,92470,80660,33865,46795,8560,11225,11165,16120,20055,21245,3770
2016,RBV,21145,21015,10420,10595,10,1555,2155,5995,8525,2765,90
2016,RBZ,60160,49915,21465,28445,5470,6080,6170,8115,15420,15850,2870
2016,RC1,74480,59375,26785,32590,7215,7110,9095,12685,16715,17875,3560
2016,RC9,131650,108815,43785,65030,18060,18370,20780,20080,23430,25450,4525
2016,RCB,205810,158460,69935,88530,15165,19050,21270,30835,52390,56455,10315
2016,RCD,58365,54670,25175,29500,6090,4135,6245,10380,14475,14420,2525
2016,RCF,76250,63995,25530,38460,6965,8650,10640,12470,17695,16610,2970
2016,RCU,26480,25465,14085,11380,23730,2745,0,0,0,0,0
2016,RCX,104615,85845,36940,48905,7785,9920,10630,14840,27015,29110,5165
2016,RD1,107320,86195,37130,49065,13230,10025,12220,15470,24290,26315,5555
2016,RD3,91255,79105,34365,44735,14240,9415,11200,14050,17625,19560,4730
2016,RD8,81665,70300,30760,39540,13200,8450,11385,12925,17775,15010,2625
2016,RDD,103440,86075,36270,49790,10585,12640,15270,15290,23390,22165,3860
2016,RDE,116565,99425,46420,53000,13195,10720,11665,15975,30630,29105,5010
2016,RDR,4055,4015,1555,2460,0,0,15,100,500,2390,1050
2016,RDU,251705,201080,91385,109695,30810,22975,33975,39445,51780,59145,12325
2016,RDY,8300,7370,3130,4240,0,740,1085,1320,1705,2540,890
2016,RDZ,128080,105695,52635,53060,445,7910,11280,21630,38110,40405,7300
2016,RE9,46695,36995,15460,21540,3115,5205,5450,7460,11395,11745,2190
2016,REF-X,168145,129235,56055,73180,14270,17665,18770,25540,44415,39470,6390
2016,REM,122415,90255,44185,46070,80,9620,14420,27930,35050,31220,3900
2016,REN,3535,3530,1950,1580,0,295,265,845,1495,520,10
2016,REP,45655,44755,4585,40165,9630,16420,13370,2060,900,375,10
2016,RET,12435,11600,4980,6615,0,1295,3045,4210,2975,870,15
2016,RF4,154215,134470,57735,76715,17215,16400,22950,25845,30635,33690,6700
2016,RFF,80040,66405,28805,37600,7130,8860,9970,13155,19020,18620,3155
2016,RFR,85690,74690,30375,44320,6230,12030,11060,13435,19635,19990,3095
2016,RFS,93855,78510,32900,45610,8440,10665,10920,15140,21555,22530,4425
2016,RGD,2525,1940,1020,920,10,805,780,500,215,165,25
2016,RGM,25745,25090,14930,10160,15,1660,2595,5950,9795,5435,250
2016,RGN,109390,88310,39560,48750,15720,10255,12640,15635,24475,25215,5090
2016,RGP,72755,62535,28085,34450,6125,5775,6355,10635,19080,21015,3605
2016,RGQ,127265,100260,44880,55375,11530,12105,13540,19400,31805,32440,6100
2016,RGR,87825,63270,28140,35130,8030,7050,8885,12560,21065,24590,5430
2016,RGT,183350,142230,65055,77170,19135,18205,23495,30600,42980,36355,7790
2016,RH5,4675,4110,1650,2460,15,455,460,385,685,1885,785
2016,RH8,170980,125090,57655,67430,13620,13775,17345,25865,45385,45485,8810
2016,RHA,4450,4115,2110,2000,10,665,1155,815,690,905,180
2016,RHM,191045,148335,69610,78720,26930,21645,23660,31895,43500,35915,6290
2016,RHQ,274225,236995,100505,136490,8430,34370,39610,55850,74125,53305,7295
2016,RHU,171370,141565,63420,78140,15655,17615,19425,29660,39320,41035,7685
2016,RHW,146795,107565,44990,62570,15510,15165,20310,21250,31800,35435,6790
2016,RJ1-X,164210,151695,71095,80595,29290,21635,30730,31110,28540,17975,2135
2016,RJ2,163465,133910,53035,80855,26410,19145,27220,25370,28510,29180,6670
2016,RJ6,87160,66560,29145,37415,10110,8420,12165,14245,16325,18970,4390
2016,RJ7,157770,125520,59635,65875,21125,17980,25250,27555,30190,28815,5200
2016,RJ8,5490,5135,2290,2845,0,185,290,415,990,2760,840
2016,RJC,78080,61955,26920,35030,7690,5965,8165,12075,18445,21065,4395
2016,RJE,271390,214210,94225,119965,26525,29380,32070,44075,66440,61915,10400
2016,RJF,96705,72335,30495,41840,9735,10895,11640,15095,21780,23145,4280
2016,RJL-X,117920,108400,48280,60125,10005,12010,12395,19585,30895,28745,4070
2016,RJN,42080,35790,15630,20160,5200,3115,4345,5990,9550,11440,2375
2016,RJR,98315,81950,33480,48470,9180,12205,15035,13960,21490,22060,4055
2016,RJZ,252945,208965,90480,118470,29350,27300,40810,45595,51435,47115,9295
2016,RK5,116030,95865,39840,56020,9470,14110,14300,18970,26455,27580,4935
2016,RK9,157015,123165,57280,65885,14800,15635,16095,25935,41420,36805,5850
2016,RKB,190785,163915,70330,93590,21445,22175,25770,32055,43390,36510,7005
2016,RKE,54930,47265,19485,27770,8710,6385,11210,9895,8700,7970,1610
2016,RKL,2840,1710,935,775,0,745,915,760,320,90,0
2016,RL1,14955,14455,6630,7820,715,1450,1750,3780,4860,2290,105
2016,RL4,158915,130635,56050,74465,16100,16125,18660,27095,39450,35580,5335
2016,RLN,136500,116475,55170,61305,11070,11930,14850,24150,36325,33770,4220
2016,RLQ,56960,46900,21615,25285,7355,4810,4825,7140,14005,15515,3160
2016,RLT,44540,38980,16265,22710,3325,4725,5755,7555,10630,10400,2070
2016,RLY,2150,1985,1125,860,250,530,530,435,200,175,25
2016,RM1,230400,179255,82495,96760,18935,20115,23120,36830,62175,58150,10670
2016,RM2,129225,105560,46670,58885,12185,13185,19150,23790,30165,25495,4405
2016,RM3,124615,93195,42820,50365,2635,12880,20395,27965,30530,25290,4200
2016,RMC,103430,92605,36630,55970,15330,16220,15160,14175,20305,18880,3075
2016,RMP,67445,53960,23120,30840,8250,6920,8620,11595,14775,14355,2740
2016,RMY-X,3890,2940,1400,1535,20,960,1090,930,555,315,25
2016,RN3,111555,91050,39655,51395,11555,11090,15050,19235,25875,24210,4375
2016,RN5-X,122550,107535,45775,61755,13450,12810,16820,20540,27395,26505,4645
2016,RN7-X,96280,83785,36270,47510,12690,9625,13930,16475,20260,19745,3220
2016,RNA,137265,121025,49645,71380,12770,18875,18130,20505,29695,31235,5595
2016,RNL,89195,79080,36060,43020,9345,7730,8760,14745,23385,21835,3265
2016,RNN,4580,4395,2005,2395,85,305,455,500,705,1900,620
2016,RNQ,103405,93335,40195,53140,10310,11965,12385,17945,24755,21420,4305
2016,RNS,125520,112780,45520,67260,15045,16855,19770,19820,27415,22115,4035
2016,RNU,3865,3050,1370,1680,35,640,525,605,520,1095,430
2016,RNZ,66010,56660,24790,31865,5860,8040,8625,11075,14710,14560,2635
2016,RP1,2035,2035,640,675,0,130,125,150,445,910,265
2016,RP4,54145,41650,22090,19560,47810,4990,210,70,30,0,0
2016,RP5,154735,127120,56185,70930,13250,16395,17435,25635,36300,38545,6635
2016,RP6,37195,37195,17830,19365,1195,2160,3015,6455,13160,10485,595
2016,RP7,1025,890,455,435,10,250,205,190,195,150,20
2016,RPA,91705,77250,33855,43390,15050,10510,11785,14275,19375,17570,2920
2016,RPC,21700,21685,11385,10295,2180,3115,3005,4355,4670,3865,485
2016,RPG,3490,2675,1470,1205,70,930,1190,820,285,145,10
2016,RPY,22650,22650,11190,11460,2205,1215,2205,5995,8300,2620,50
2016,RQ3,68035,63925,27790,36130,49385,9430,7285,765,280,120,0
2016,RQ6,121415,93810,47140,46675,645,11525,15110,25885,35545,28810,3765
2016,RQ8,109250,96015,43300,52715,12430,10280,13500,17585,25045,25415,4535
2016,RQM,154645,130865,56105,74690,31160,17460,29225,20940,24150,23650,5065
2016,RQQ-X,49195,44095,19980,24115,2925,4230,6265,8170,13485,12085,1900
2016,RQW,77130,69515,26600,42890,7910,10440,12805,11085,15850,15505,2915
2016,RQX,78155,65410,24220,41190,11265,14270,21165,12235,8885,7495,1220
2016,RQY,2840,1155,550,605,20,825,815,695,290,155,0
2016,RR1-X,300435,250760,103920,146830,26600,38410,41890,47380,64610,68510,12175
2016,RR7-X,83825,65360,27415,37950,4930,5505,8345,17735,22180,21035,3425
2016,RR8,247850,209220,94755,114460,35365,28835,33725,41090,52260,47200,7940
2016,RRD,2240,1695,775,925,10,535,580,395,345,340,30
2016,RRE,2775,2080,1085,990,0,590,895,670,420,190,10
2016,RRF,92020,81275,36795,44480,5845,8360,10715,17640,25315,21050,2830
2016,RRJ,13985,13985,6265,7720,935,1840,1810,3290,4060,1980,55
2016,RRK-X,132815,116210,59800,56410,60,15520,19105,30500,34970,27355,4815
2016,RRP,3475,2410,1270,1140,10,925,1015,735,345,320,90
2016,RRV,179980,165725,76215,89170,19995,25390,34315,36365,39945,19115,2040
2016,RT1,2335,1830,880,950,50,630,685,515,320,125,10
2016,RT3,41820,38920,21800,17120,5070,3755,4885,9425,12090,6230,270
2016,RT5,6950,6045,2740,3305,10,820,690,690,1070,2750,895
2016,RTD,253755,223350,106385,116960,35790,26645,30790,45180,61615,45000,5885
2016,RTE,194845,156655,68925,87730,18895,19210,22900,31480,49065,45275,7600
2016,RTF,147340,116415,51050,65360,10035,9525,14230,26535,40795,38585,7460
2016,RTG,197045,155860,65935,89930,14785,22385,26770,33235,47035,43365,8645
2016,RTH,230935,204305,96660,107640,30495,25985,31930,39665,49835,43270,7325
2016,RTK,86490,77015,34445,42570,9955,6970,10900,13015,19190,21720,4555
2016,RTP,128395,83835,36830,47005,11930,10885,15940,19800,26795,33875,8415
2016,RTQ,1645,1135,575,560,0,385,430,405,235,180,10
2016,RTR,187905,157415,72400,85015,19065,18195,21105,33705,48880,40655,5315
2016,RTV,2860,2500,1380,1125,0,760,845,585,350,280,25
2016,RTX,107990,91080,41340,49735,10505,9155,10855,17950,27910,27355,4000
2016,RV3,4890,4400,2230,2160,30,995,1295,1000,660,695,185
2016,RV5,5670,5670,3030,2635,80,1750,1955,1355,385,125,10
2016,RV9-X,3305,2700,1355,1350,0,450,530,515,600,960,240
2016,RVJ-X,155240,131875,56085,75770,6775,19705,26140,27485,35225,32210,6155
2016,RVN,3885,2630,1350,1280,0,750,1125,845,615,495,45
2016,RVR-X,121455,101630,43320,58315,12880,11380,16380,19045,25195,29485,6670
2016,RVV,208765,180370,82230,98135,18215,20350,23120,33120,53280,50810,9510
2016,RVW,116290,93140,40450,52690,11290,11040,13165,20625,28195,26885,3780
2016,RVY,64340,56085,25515,30565,6885,5130,6195,9335,15160,18430,3070
2016,RW1,14745,13665,6475,7195,30,1220,1585,2275,3580,4800,1230
2016,RW3-X,230110,195620,88690,106915,56355,32600,33070,34065,39025,27260,2765
2016,RW4,3545,2870,1560,1310,0,755,1260,965,370,160,25
2016,RW5,4605,3345,1660,1685,0,1145,1225,1095,640,425,65
2016,RW6,224685,186980,83345,103635,27105,22875,28085,38040,53670,46680,6900
2016,RWA,180725,153490,70700,82790,16555,18075,21880,32585,46590,39235,5330
2016,RWD,167325,149565,66770,82780,14855,16275,17220,27630,46225,39000,5855
2016,RWE,312035,259730,113675,146055,27715,38710,43930,53945,71710,64050,10675
2016,RWF,124805,109990,47600,62385,13720,11945,15895,22870,26685,27965,5410
2016,RWG,121545,101485,44710,56770,12980,11275,17715,19700,25635,27725,6080
2016,RWH,112665,101005,46015,54990,14865,11120,14900,19565,23170,24085,4670
2016,RWJ,104915,90430,40065,50370,10775,10715,13570,16300,22870,25885,4510
2016,RWK,8510,5780,3175,2605,20,2565,2965,1890,585,290,30
2016,RWN,3055,2505,1210,1295,15,760,685,560,410,515,105
2016,RWP-X,174350,145450,66430,79020,13830,14125,17440,27830,47995,45250,7480
2016,RWR,2945,1690,840,850,15,770,815,660,345,300,30
2016,RWV,1750,1750,905,845,0,370,470,420,315,155,10
2016,RWW,100520,82045,35990,46050,9985,11835,13885,17885,22355,20980,3190
2016,RWX,3190,3190,1480,1710,15,320,345,295,410,1355,440
2016,RWY,140495,120565,52545,68015,16280,13515,16730,24695,32430,31240,5225
2016,RX1,265670,214040,94545,119480,27005,27465,29110,33985,38905,27540,4330
2016,RX2,2600,2100,895,1200,15,580,640,635,405,275,45
2016,RX3,8300,6240,3610,2610,1085,2180,2045,1445,880,600,60
2016,RX4,3990,2545,1345,1200,25,860,1095,990,570,415,25
2016,RXA,2435,2215,1035,1180,25,645,665,575,305,195,25
2016,RXC,118025,98895,45085,53810,10000,8390,10015,17345,31195,33650,7125
2016,RXE,2390,2165,1015,1145,0,315,415,410,435,640,170
2016,RXF-X,199250,165775,71680,94095,20205,24715,26115,32885,46675,41405,6685
2016,RXG,3240,2770,1360,1405,0,580,740,610,505,675,120
2016,RXH,152685,125515,59145,66370,19240,13125,19015,26315,33540,33385,6815
2016,RXK-X,126825,99565,44970,54585,17215,14960,17485,19690,24820,27180,4525
2016,RXKTC,14640,14620,4395,10225,760,1225,2435,4630,4035,1460,45
2016,RXL,136315,109935,52105,57820,10725,11630,12760,24150,37000,34880,4815
2016,RXM,2010,1550,745,800,0,425,620,440,300,210,10
2016,RXN,148285,129540,54305,75185,16320,20200,21830,24440,32710,28005,4135
2016,RXP,167855,144070,63110,80950,18220,15970,18170,28685,41090,39065,6280
2016,RXQ,113055,105765,45605,60160,15775,11670,16255,18935,24485,21960,3340
2016,RXR,152285,129965,58365,71585,22555,16500,18575,24580,34810,29880,5045
2016,RXT,3625,2490,1245,1245,0,760,1305,890,440,195,10
2016,RXV,1975,1360,695,670,0,670,670,400,160,65,0
2016,RXW,162450,126330,57765,68565,17385,14005,17260,26485,42555,37685,6220
2016,RXX,810,805,455,345,180,360,225,30,10,0,0
2016,RXY,4290,3320,1645,1675,0,1065,1205,1050,575,365,25
2016,RY1,395,395,150,245,0,0,0,0,0,0,0
2016,RY3,5145,4235,1800,2430,240,470,160,250,835,2390,790
2016,RY4,1975,1950,825,1125,0,15,20,90,330,1115,410
2016,RY5,1870,1870,940,930,0,40,65,165,660,780,160
2016,RY6,940,725,265,460,0,0,10,40,120,515,250
2016,RY8,8980,8965,4025,4940,10,640,1090,1550,2160,2685,725
2016,RY9,380,375,145,230,0,0,0,15,45,210,105
2016,RYG,1395,960,480,480,15,375,375,360,165,90,0
2016,RYJ,240260,208695,82960,125720,21360,25115,50585,47180,51550,35550,5135
2016,RYK,1290,1270,670,595,0,330,350,270,180,155,0
2016,RYR-X,175545,143040,65040,78000,14310,12640,16370,24330,44410,52180,10900
2016,RYV,3820,3815,2035,1780,3605,215,0,0,0,0,0
2016,RYW,2285,2115,965,1150,90,0,0,0,0,0,0
2016,RYY,2405,2405,945,1460,0,0,15,115,340,1415,520
2016,TAD,1420,985,540,450,0,385,445,300,185,95,0
2016,TAJ,120,120,65,55,0,30,35,25,15,0,0
2017,8G301,145,145,65,80,0,15,10,40,55,20,0
2017,8J285,45,45,15,30,0,0,0,0,0,25,15
2017,AAH01,945,945,395,550,0,40,90,160,295,325,35
2017,ACG05,0,0,0,0,0,0,0,0,0,0,0
2017,ACG06,10,10,0,0,0,0,0,0,10,0,0
2017,ACG07,2180,2180,925,1250,0,0,10,150,885,1085,50
2017,ACG09,705,705,340,365,0,0,0,50,280,360,20
2017,ACG10,790,790,340,450,0,0,10,75,305,375,25
2017,ACG12,535,535,235,300,0,0,0,25,220,275,10
2017,ACG13,240,240,105,135,0,0,0,30,105,100,0
2017,ADP02,3985,3985,1735,2250,0,235,675,1285,1270,490,10
2017,AHH01,370,370,225,145,0,30,55,110,135,40,0
2017,AJX01,3520,3505,1250,2250,0,220,360,905,1270,720,35
2017,AVQ01,575,575,285,290,0,45,90,165,195,75,0
2017,NAM01,2555,2555,1525,1030,0,55,360,375,820,910,35
2017,NAM02,0,0,0,0,0,0,0,0,0,0,0
2017,NAM03,0,0,0,0,0,0,0,0,0,0,0
2017,NAM04,10,10,0,0,0,0,0,0,0,0,0
2017,NAM06,0,0,0,0,0,0,0,0,0,0,0
2017,NAM07,0,0,0,0,0,0,0,0,0,0,0
2017,NAM09,0,0,0,0,0,0,0,0,0,0,0
2017,NAX03,400,400,165,235,0,0,0,30,80,200,70
2017,NDA03,190,190,75,120,0,0,0,0,30,100,60
2017,NDA25,445,445,180,265,0,0,0,15,70,255,105
2017,NDA26,335,335,120,215,0,0,0,0,40,195,95
2017,NDAH9,230,230,115,110,0,0,0,30,45,120,25
2017,NDAJ0,275,275,100,175,0,0,0,0,30,165,75
2017,NDAJ1,140,140,55,85,0,0,0,0,30,75,25
2017,NDAJ2,145,145,80,65,0,0,0,0,20,90,30
2017,NEQ01,2930,2930,1255,1670,10,210,535,790,815,540,25
2017,NEY01,285,235,115,120,0,0,60,100,85,30,0
2017,NFH01,1655,1650,760,890,0,70,100,235,505,665,75
2017,NHM02,120,120,40,80,0,0,0,0,25,70,20
2017,NHM03,190,190,55,140,0,0,0,0,20,120,40
2017,NHM04,115,115,30,90,0,0,0,0,20,65,25
2017,NHM05,80,80,30,50,0,0,0,0,15,50,15
2017,NHM15,85,85,30,55,0,0,0,0,15,50,15
2017,NHM26,175,175,70,105,0,0,0,0,25,110,35
2017,NHW01,125,125,65,60,0,0,10,30,55,25,0
2017,NLX22,180,180,90,90,0,0,0,0,25,100,55
2017,NN401,1545,1545,615,930,0,155,385,520,350,125,10
2017,NN501,755,755,360,395,0,90,165,240,195,60,0
2017,NN801,1755,1755,705,1050,0,120,315,560,525,215,10
2017,NN802,265,265,130,135,0,10,40,85,85,45,0
2017,NNE02,1890,1890,775,1115,0,100,335,535,605,290,20
2017,NNH02,820,820,320,500,0,0,15,50,285,430,35
2017,NNH03,145,145,65,75,0,0,0,0,50,80,0
2017,NNH04,4110,4110,1660,2450,0,10,35,235,1215,2380,230
2017,NNH06,135,135,50,90,0,0,0,10,55,65,0
2017,NNH07,350,350,120,230,0,0,0,35,175,120,10
2017,NPG01,9150,9150,3885,5265,0,10,85,670,3200,4790,395
2017,NPG02,3705,3705,1530,2175,0,0,10,200,1395,1945,150
2017,NPG05,2390,2390,950,1435,0,0,0,125,955,1235,65
2017,NPG06,1910,1910,805,1105,0,0,0,175,760,935,30
2017,NPG07,7550,7550,3200,4350,0,10,50,485,2940,3815,240
2017,NPG08,3155,3155,1290,1865,0,0,25,225,1310,1490,100
2017,NPG10,655,655,305,355,0,0,0,50,270,325,10
2017,NQ106,315,315,100,215,0,0,0,0,50,170,85
2017,NQ108,595,595,250,345,0,0,0,25,125,320,120
2017,NQ713,235,235,110,125,0,0,10,15,45,115,45
2017,NQ719,305,305,165,140,0,0,10,50,125,105,10
2017,NQ738,135,135,70,65,135,0,0,0,0,0,0
2017,NQM01,310,280,125,155,0,10,50,100,105,40,0
2017,NQT5H,275,275,85,190,0,0,0,0,35,165,70
2017,NQT5K,310,310,150,160,0,0,0,0,50,190,60
2017,NR501,925,890,425,470,0,0,15,40,225,515,125
2017,NR525,255,255,95,165,0,0,0,0,45,145,60
2017,NR526,335,335,155,175,0,0,0,10,45,215,65
2017,NR527,85,85,55,30,0,10,10,25,25,15,0
2017,NT202,880,880,405,475,0,35,95,155,315,260,20
2017,NT204,1770,1770,575,1195,20,175,365,480,465,245,0
2017,NT205,540,540,295,245,0,35,50,85,70,25,0
2017,NT206,1390,1390,570,815,0,80,230,360,410,285,20
2017,NT209,500,500,225,275,0,45,90,130,175,60,0
2017,NT210,520,520,300,220,0,30,60,160,205,65,0
2017,NT211,120,120,65,55,0,10,10,35,40,30,0
2017,NT212,1705,1705,685,1020,0,90,220,435,640,315,0
2017,NT213,1650,1650,805,845,0,100,165,455,660,265,0
2017,NT214,1440,1440,620,820,0,70,180,395,575,220,0
2017,NT215,315,315,185,130,0,20,35,50,125,80,0
2017,NT218,430,430,225,205,0,10,65,120,165,70,0
2017,NT219,600,600,310,290,0,20,65,150,265,95,0
2017,NT224,740,740,310,430,0,30,75,210,305,120,0
2017,NT225,4730,4730,2075,2655,0,700,1025,1440,1175,365,10
2017,NT226,1705,1705,930,775,0,225,325,460,515,175,0
2017,NT229,360,360,250,110,0,40,130,70,90,25,0
2017,NT230,2550,2550,1195,1355,0,110,315,895,915,305,0
2017,NT233,2180,2180,1125,1055,0,220,370,670,700,200,0
2017,NT235,1670,1670,740,935,0,40,120,345,645,510,15
2017,NT237,4075,4075,1885,2190,0,115,265,805,1590,1255,45
2017,NT238,890,890,390,505,0,55,95,230,320,185,0
2017,NT239,790,790,375,415,0,45,115,200,275,145,10
2017,NT241,690,690,270,420,0,20,85,155,245,170,15
2017,NT242,2605,2605,1135,1470,0,50,135,395,1000,975,50
2017,NT244,280,280,115,160,0,30,35,70,100,45,0
2017,NT245,720,720,315,405,0,30,45,175,315,150,0
2017,NT301,2450,2450,1100,1350,0,210,465,775,745,250,0
2017,NT302,1485,1485,750,735,0,60,160,410,620,235,0
2017,NT304,1640,1640,650,990,0,85,230,505,585,230,0
2017,NT305,1195,1195,525,675,0,70,130,355,465,175,0
2017,NT308,710,710,260,450,0,35,105,215,245,100,0
2017,NT309,1025,1025,375,650,0,55,115,280,385,180,0
2017,NT30A,10,10,0,0,0,0,0,0,0,0,0
2017,NT310,835,835,380,450,0,60,170,270,235,75,0
2017,NT312,1515,1515,570,940,0,115,315,490,455,140,0
2017,NT313,5485,5485,2180,3305,0,155,605,1725,2045,905,30
2017,NT314,4745,4745,1905,2835,0,405,1215,1640,1085,355,10
2017,NT315,1145,1145,540,605,0,80,270,365,310,110,0
2017,NT316,1625,1625,785,840,0,165,260,495,525,180,0
2017,NT317,890,890,475,415,0,70,135,275,310,95,0
2017,NT318,1225,1225,630,590,0,80,145,280,520,200,0
2017,NT319,1215,1215,655,555,0,90,145,285,430,260,10
2017,NT320,2955,2955,1255,1695,0,180,495,1025,930,315,0
2017,NT321,2505,2505,1040,1465,0,150,370,845,825,310,0
2017,NT322,1280,1280,600,680,0,60,155,430,460,175,0
