YEAR,ORG_CODE,BEDS,BEDS_OCCUPIED_PERCENT
2018,RTP,681,0.84
2018,RVV,1029,0.93
2018,RW1,619,0.80
2018,RWF,784,0.90
2018,RWX,203,0.82
2018,RX2,586,0.97
2018,RXC,759,0.87
2018,RXH,912,0.89
2018,RXQ,752,0.90
2018,RXX,205,0.92
2018,RXY,467,0.92
2018,RYR,991,0.97
