DATE,YEAR,ORG_CODE,N_TOTAL,N_18_WEEKS,RTT_SCORE
31/03/2014,2013,RWX,169,169,1
31/03/2014,2013,RXQ,23745,20896,0.880016846
31/03/2014,2013,R1C,2784,2782,0.999281609
31/03/2014,2013,R1F,7899,7573,0.958728953
31/03/2014,2013,RBD,10661,9978,0.935934715
31/03/2014,2013,RD3,9366,9081,0.969570788
31/03/2014,2013,RDY,901,880,0.976692564
31/03/2014,2013,RDZ,14520,13781,0.949104683
31/03/2014,2013,RHM,23057,21216,0.9201544
31/03/2014,2013,RHU,26257,24861,0.946833225
31/03/2014,2013,RN5,25622,24530,0.957380376
31/03/2014,2013,RW1,5261,5132,0.975479947
31/03/2014,2013,R1H,68520,60641,0.885011675
31/03/2014,2013,RAL,8364,7707,0.921449067
31/03/2014,2013,RAN,5086,4741,0.932166732
31/03/2014,2013,RAP,8988,8314,0.925011126
31/03/2014,2013,RAS,13888,13518,0.973358295
31/03/2014,2013,RAT,765,716,0.935947712
31/03/2014,2013,RAX,14169,13262,0.935987014
31/03/2014,2013,RC3,11107,10682,0.961735842
31/03/2014,2013,RFW,11329,10749,0.948803954
31/03/2014,2013,RJ1,34312,32083,0.935037305
31/03/2014,2013,RJ2,22083,20319,0.920119549
31/03/2014,2013,RJ6,19112,17950,0.939200502
31/03/2014,2013,RJ7,26471,24427,0.922783423
31/03/2014,2013,RJZ,47428,43738,0.922197858
31/03/2014,2013,RP4,2324,2198,0.945783133
31/03/2014,2013,RP6,19995,18227,0.911577894
31/03/2014,2013,RPG,503,503,1
31/03/2014,2013,RPY,2069,2021,0.976800387
31/03/2014,2013,RQM,16441,15139,0.920807737
31/03/2014,2013,RQX,4730,4542,0.9602537
31/03/2014,2013,RQY,2729,2564,0.939538292
31/03/2014,2013,RRV,34594,30200,0.872983754
31/03/2014,2013,RT3,2768,2606,0.941473988
31/03/2014,2013,RV3,157,157,1
31/03/2014,2013,RV8,21800,20269,0.929770642
31/03/2014,2013,RVR,19559,18397,0.94059001
31/03/2014,2013,RWK,280,280,1
31/03/2014,2013,RY9,249,248,0.995983936
31/03/2014,2013,RYJ,43643,41269,0.945604106
31/03/2013,2012,RL1,4269,3159,0.739985945
31/03/2013,2012,RD7,12710,10959,0.862234461
31/03/2013,2012,RXW,13262,11481,0.86570653
31/03/2013,2012,RDD,14918,13331,0.893618448
31/03/2013,2012,RVL,22481,20130,0.895422801
31/03/2013,2012,RHM,23748,21321,0.89780192
31/03/2013,2012,RXF,25267,23047,0.912138362
31/03/2013,2012,RJ6,15352,14008,0.912454403
31/03/2013,2012,RVJ,27185,24896,0.915799154
31/03/2013,2012,RY4,2628,2414,0.918569254
31/03/2013,2012,RJN,7060,6489,0.919121813
31/03/2013,2012,RD1,15965,14689,0.920075164
31/03/2013,2012,RRJ,5759,5299,0.920125022
31/03/2013,2012,RCB,22026,20268,0.920185236
31/03/2013,2012,RA3,5427,4994,0.920213746
31/03/2013,2012,RP6,18053,16615,0.920345649
31/03/2013,2012,RJC,12946,11915,0.920361502
31/03/2013,2012,R1H,68656,63225,0.920895479
31/03/2013,2012,RA7,27203,25052,0.920927839
31/03/2013,2012,RK9,15904,14648,0.921026157
31/03/2013,2012,RF4,17728,16330,0.921141697
31/03/2013,2012,RRV,30444,28044,0.921166732
31/03/2013,2012,RBL,16880,15551,0.921267773
31/03/2013,2012,RAL,7978,7350,0.92128353
31/03/2013,2012,RWY,19001,17513,0.921688332
31/03/2013,2012,RWW,11170,10298,0.921933751
31/03/2013,2012,RP5,20919,19292,0.922223816
31/03/2013,2012,RWD,27729,25579,0.922463847
31/03/2013,2012,RNL,14079,12988,0.922508701
31/03/2013,2012,RCF,7086,6539,0.922805532
31/03/2013,2012,RGP,12238,11295,0.922944926
31/03/2013,2012,RXN,25763,23779,0.922990335
31/03/2013,2012,RJE,16962,15665,0.92353496
31/03/2013,2012,RBQ,1753,1619,0.923559612
31/03/2013,2012,RKE,13816,12761,0.923639259
31/03/2013,2012,RWE,36311,33612,0.925669907
31/03/2013,2012,RJ1,28878,26778,0.927280283
31/03/2013,2012,RP4,2327,2158,0.927374302
31/03/2013,2012,RH8,19511,18105,0.927938086
31/03/2013,2012,RXQ,15377,14286,0.92904988
31/03/2013,2012,RYR,24388,22658,0.929063474
31/03/2013,2012,RJZ,24056,22370,0.929913535
31/03/2013,2012,RP7,158,147,0.930379747
31/03/2013,2012,RTD,49788,46329,0.930525428
31/03/2013,2012,RN3,12223,11378,0.930868036
31/03/2013,2012,RBS,7075,6586,0.930883392
31/03/2013,2012,RWF,19273,17950,0.931354745
31/03/2013,2012,RHQ,30447,28368,0.931717411
31/03/2013,2012,RVY,9291,8657,0.93176192
31/03/2013,2012,RE9,5526,5149,0.931777054
31/03/2013,2012,RTG,21654,20190,0.932391244
31/03/2013,2012,RQM,9333,8705,0.932711883
31/03/2013,2012,RBA,14142,13192,0.932824212
31/03/2013,2012,RXH,22159,20695,0.933932037
31/03/2013,2012,RRF,14787,13817,0.934401839
31/03/2013,2012,RW3,37765,35295,0.934595525
31/03/2013,2012,RW6,23808,22288,0.936155914
31/03/2013,2012,RTH,34152,31974,0.936226283
31/03/2013,2012,RM1,34529,32338,0.936546092
31/03/2013,2012,RR8,49637,46538,0.937566734
31/03/2013,2012,RLN,20797,19507,0.937971823
31/03/2013,2012,RVV,26878,25214,0.938090632
31/03/2013,2012,RWA,28786,27004,0.938094907
31/03/2013,2012,REP,3341,3135,0.938341814
31/03/2013,2012,RJ7,23531,22112,0.93969657
31/03/2013,2012,RYQ,31113,29239,0.939767943
31/03/2013,2012,RAX,12575,11823,0.940198807
31/03/2013,2012,RN5,27229,25616,0.940761688
31/03/2013,2012,RTR,24724,23266,0.94102896
31/03/2013,2012,RTF,14340,13498,0.941283124
31/03/2013,2012,RJ2,8603,8098,0.941299547
31/03/2013,2012,RMP,12918,12163,0.94155442
31/03/2013,2012,RKB,19102,18005,0.942571458
31/03/2013,2012,RGM,2205,2080,0.943310658
31/03/2013,2012,RXP,17290,16311,0.943377675
31/03/2013,2012,RWP,21688,20466,0.943655478
31/03/2013,2012,RRK,24874,23473,0.943676128
31/03/2013,2012,RL4,20339,19210,0.94449088
31/03/2013,2012,R1F,8249,7792,0.944599345
31/03/2013,2012,RWG,15222,14388,0.945210879
31/03/2013,2012,RNZ,9752,9220,0.945447088
31/03/2013,2012,RA9,16604,15700,0.945555288
31/03/2013,2012,RQ6,17363,16424,0.945919484
31/03/2013,2012,RVR,17262,16353,0.94734098
31/03/2013,2012,RBT,12184,11543,0.94739002
31/03/2013,2012,RXL,16646,15784,0.948215788
31/03/2013,2012,RCX,8561,8124,0.948954561
31/03/2013,2012,RWH,15739,14936,0.94898024
31/03/2013,2012,RR7,9727,9239,0.949830369
31/03/2013,2012,RAP,7607,7229,0.950308926
31/03/2013,2012,RYJ,37727,35856,0.95040687
31/03/2013,2012,RR1,26261,24962,0.950535014
31/03/2013,2012,RJF,13795,13117,0.950851758
31/03/2013,2012,REF,18223,17341,0.951599627
31/03/2013,2012,RTP,16267,15483,0.951804266
31/03/2013,2012,RK5,12392,11802,0.952388638
31/03/2013,2012,RXK,20537,19566,0.952719482
31/03/2013,2012,RA2,10960,10444,0.952919708
31/03/2013,2012,RQ3,7214,6875,0.95300804
31/03/2013,2012,RM2,17450,16633,0.953180516
31/03/2013,2012,RN7,7403,7058,0.953397271
31/03/2013,2012,RV8,17538,16732,0.95404265
31/03/2013,2012,RHW,30318,28926,0.954086681
31/03/2013,2012,RFW,10948,10447,0.954238217
31/03/2013,2012,RDU,11874,11332,0.954354051
31/03/2013,2012,RT3,2505,2391,0.954491018
31/03/2013,2012,RTE,23016,21977,0.95485749
31/03/2013,2012,RAJ,24237,23156,0.95539877
31/03/2013,2012,RMC,14853,14192,0.955497206
31/03/2013,2012,RY9,180,172,0.955555556
31/03/2013,2012,RD8,6058,5791,0.955926048
31/03/2013,2012,RDZ,12478,11929,0.956002565
31/03/2013,2012,RNS,9727,9303,0.956409993
31/03/2013,2012,RX1,18954,18129,0.956473568
31/03/2013,2012,RBK,11235,10751,0.956920338
31/03/2013,2012,RPC,6061,5801,0.957102788
31/03/2013,2012,RXC,21694,20770,0.957407578
31/03/2013,2012,RJR,10560,10112,0.957575758
31/03/2013,2012,RQY,2590,2481,0.957915058
31/03/2013,2012,RCU,4329,4149,0.958419958
31/03/2013,2012,RPA,15028,14411,0.958943306
31/03/2013,2012,RNQ,9562,9170,0.959004392
31/03/2013,2012,RNN,1005,964,0.95920398
31/03/2013,2012,RAN,3801,3648,0.959747435
31/03/2013,2012,RXR,15154,14550,0.960142537
31/03/2013,2012,RM3,21565,20706,0.960166937
31/03/2013,2012,RVW,9196,8830,0.960200087
31/03/2013,2012,R1D,1204,1157,0.960963455
31/03/2013,2012,RC9,13628,13097,0.961036102
31/03/2013,2012,RBD,8383,8060,0.961469641
31/03/2013,2012,RCD,8905,8564,0.961706906
31/03/2013,2012,RA4,5547,5338,0.962321976
31/03/2013,2012,RC1,9224,8877,0.962380746
31/03/2013,2012,RHU,24789,23859,0.96248336
31/03/2013,2012,RQ8,15171,14620,0.963680707
31/03/2013,2012,RTX,13982,13480,0.964096696
31/03/2013,2012,RGT,21996,21212,0.964357156
31/03/2013,2012,RC3,7980,7701,0.965037594
31/03/2013,2012,RWJ,17553,16965,0.966501453
31/03/2013,2012,REM,10938,10575,0.966812946
31/03/2013,2012,RLU,2710,2622,0.967527675
31/03/2013,2012,RQW,8162,7898,0.967654987
31/03/2013,2012,RGQ,14796,14334,0.968775345
31/03/2013,2012,RJD,8314,8072,0.970892471
31/03/2013,2012,RGN,15488,15042,0.971203512
31/03/2013,2012,RLT,6009,5839,0.971709103
31/03/2013,2012,RT5,580,564,0.972413793
31/03/2013,2012,RFR,7608,7399,0.972528917
31/03/2013,2012,RET,4663,4541,0.973836586
31/03/2013,2012,RD3,8208,7996,0.97417154
31/03/2013,2012,RAS,12121,11820,0.975167065
31/03/2013,2012,RDY,976,952,0.975409836
31/03/2013,2012,RBN,14009,13666,0.97551574
31/03/2013,2012,RPY,1432,1398,0.976256983
31/03/2013,2012,RTK,17196,16795,0.976680623
31/03/2013,2012,RNA,8387,8196,0.97722666
31/03/2013,2012,R1E,4340,4242,0.977419355
31/03/2013,2012,RY2,1108,1084,0.97833935
31/03/2013,2012,RJL,14288,13981,0.978513438
31/03/2013,2012,RQQ,5973,5847,0.978905073
31/03/2013,2012,RXM,427,418,0.978922717
31/03/2013,2012,RBZ,5449,5339,0.97981281
31/03/2013,2012,RFF,7072,6930,0.979920814
31/03/2013,2012,RBV,1142,1120,0.980735552
31/03/2013,2012,RQX,5666,5558,0.980938934
31/03/2013,2012,RLQ,4129,4064,0.98425769
31/03/2013,2012,RDE,17116,16855,0.98475111
31/03/2013,2012,REN,348,343,0.985632184
31/03/2013,2012,RYY,959,946,0.986444213
31/03/2013,2012,RYW,5128,5060,0.98673947
31/03/2013,2012,RY8,6548,6462,0.986866219
31/03/2013,2012,RDR,4449,4404,0.989885367
31/03/2013,2012,RGD,222,220,0.990990991
31/03/2013,2012,RX4,249,247,0.991967871
31/03/2013,2012,RWX,137,136,0.99270073
31/03/2013,2012,RRD,335,333,0.994029851
31/03/2013,2012,RBB,685,681,0.994160584
31/03/2013,2012,R1A,713,709,0.994389902
31/03/2013,2012,RW5,366,364,0.994535519
31/03/2013,2012,RGR,9454,9403,0.994605458
31/03/2013,2012,RW1,4494,4472,0.995104584
31/03/2013,2012,RXG,257,256,0.996108949
31/03/2013,2012,RY3,817,814,0.996328029
31/03/2013,2012,TAD,294,293,0.996598639
31/03/2013,2012,RV9,297,296,0.996632997
31/03/2013,2012,R1C,1497,1492,0.996659987
31/03/2013,2012,RFS,11112,11076,0.996760259
31/03/2013,2012,RPG,726,724,0.997245179
31/03/2013,2012,RYV,2939,2931,0.997277986
31/03/2013,2012,RH5,2000,1996,0.998
31/03/2013,2012,RT2,17,17,1
31/03/2013,2012,RY6,1036,1036,1
31/03/2013,2012,RP1,212,212,1
31/03/2013,2012,RYG,867,867,1
31/03/2013,2012,RYK,82,82,1
31/03/2013,2012,TAJ,125,125,1
31/03/2013,2012,RT1,109,109,1
31/03/2013,2012,RWN,109,109,1
31/03/2013,2012,RAT,1013,1013,1
31/03/2013,2012,RRP,4,4,1
31/03/2013,2012,RV3,284,284,1
31/03/2013,2012,RWK,589,589,1
31/03/2013,2012,RYX,29,29,1
31/03/2013,2012,5CQ,119,119,1
31/03/2013,2012,5QH,32,32,1
31/03/2013,2012,R1G,7,7,1
